Id,y
0,738.0231707288347
1,400.646015162435
2,189.90015589825435
3,-78.39944892482785
4,-547.3735312992067
5,-242.79258823790883
6,-581.8566347674506
7,-122.48541164820931
8,303.17906102181433
9,539.2393674111148
10,324.7184151835522
11,668.5423828186823
12,255.13131814167346
13,-116.13445040008196
14,150.4165350003387
15,-222.66073385827113
16,104.73850691169869
17,-83.82696145927811
18,-582.1559625460434
19,321.3606576861027
20,-41.10450313262453
21,277.1993160259979
22,-320.8126521844807
23,-189.15102669257544
24,-349.82355024335845
25,-192.73308045449465
26,-369.323105040627
27,-65.94565055298736
28,480.67031019479964
29,178.70133648371956
30,-238.7851389255631
31,-170.19798572452547
32,-128.10266824463514
33,-323.4653220606331
34,-128.78832805325516
35,-488.0676716253188
36,13.803957682601595
37,16.878882857673545
38,-685.1964025009595
39,163.95361113551166
40,-212.39083286554683
41,498.0875411889867
42,-259.13439572997834
43,31.149970457705535
44,-208.57768972471544
45,34.61843362189152
46,-363.53203848861006
47,125.33203757984907
48,91.60046707539041
49,137.204348495847
50,-279.6230045073188
51,205.87615104050693
52,-350.8941204104763
53,-317.016856009305
54,-147.88462999820223
55,-289.83951358761385
56,135.49571932658918
57,-126.69419218049555
58,-720.1576422114882
59,-138.57171036147045
60,-587.0585335856088
61,-93.9617555720856
62,-3.663602750460482
63,75.53730970648915
64,170.07444366182688
65,-322.3159069565203
66,-331.44948838124617
67,-277.9102406315218
68,151.56913408675504
69,-130.31766121244397
70,239.53862633072663
71,-58.339821979188436
72,-187.72810788795647
73,-444.15580171589517
74,-169.60124399482157
75,49.785841343462565
76,173.21817744749734
77,-543.6094876289368
78,145.69304507820854
79,-440.79406222119695
80,176.55751719869963
81,285.5303902386478
82,164.7859661802117
83,180.96896388330757
84,268.9150477078396
85,-946.6391195978919
86,34.67279092096279
87,-385.60418046414924
88,-156.0236542359581
89,94.844960614497
90,-3.2831621964094895
91,-361.41489593103825
92,519.2287440492908
93,-153.69682076087952
94,718.9852068775134
95,218.9261147032017
96,419.6946196754364
97,183.70248219503142
98,181.37412309630366
99,-84.67494079027311
100,47.2774530193855
101,-44.145509226826526
102,-41.00526865890326
103,69.7226857224955
104,456.135965363409
105,159.52065449518471
106,36.66521667236968
107,-390.2588806369239
108,-348.0575626268786
109,25.454621087451322
110,133.4532483572992
111,606.3688974520136
112,10.357923671322784
113,170.31648128809775
114,-118.54284496476357
115,126.32907119912204
116,615.2741977240862
117,245.64448865327603
118,101.39085671408645
119,59.65306208225665
120,-107.41226436204622
121,126.46654919913249
122,156.3784707745255
123,-101.41520026409248
124,258.9416212059114
125,-313.23131274998775
126,242.49770486843528
127,-198.56057015626425
128,52.993724464258435
129,-138.92742814383547
130,-470.6206106524006
131,-345.8931281586386
132,27.031389294602974
133,-81.72399015061019
134,-27.144994789392506
135,262.3713558611386
136,137.69168132782602
137,137.9214904600243
138,530.9404762712718
139,-138.63174657308633
140,395.4771474693616
141,-859.2834103713558
142,-54.95677150963951
143,-106.74786882407018
144,207.44286558698772
145,-332.93584514310714
146,210.23482120190783
147,59.4205415925198
148,444.73390517990555
149,-434.7628422048116
150,-37.44542036597464
151,-138.15261258253858
152,461.0631638293844
153,-379.2772635718191
154,92.54185267203931
155,305.73908359979686
156,80.03237050344407
157,-141.0399583548089
158,266.37096139857437
159,70.27559611318921
160,-327.54832259920033
161,239.74967298016617
162,-85.79580470260343
163,-169.62556908318334
164,347.60850950506244
165,12.050313775579998
166,-280.6904182608006
167,223.86501737543557
168,348.0117370344604
169,343.5069526986725
170,-235.07449791316313
171,-280.43144032183784
172,-163.0933068547921
173,686.5203657568616
174,-614.086030207737
175,217.81586678231514
176,186.68481491936015
177,159.86772575651315
178,-325.9212601731234
179,-294.15926041769643
180,99.11737615332399
181,-398.90641400386403
182,-120.30210902859214
183,-474.20241484460314
184,4.891389129653976
185,100.12409742215591
186,-352.5361082287041
187,-134.32214458039593
188,148.63776213962507
189,140.5549780513938
190,-194.02046962353165
191,49.54043001336322
192,408.20839956352853
193,34.38825205756179
194,302.1312501476653
195,-306.99472138164145
196,417.38017739905615
197,-15.784875123019594
198,-475.12726045026756
199,99.70307942004138
200,-456.0700226896628
201,-95.58216953877377
202,-37.10531948676645
203,759.5454367991672
204,-180.60418589170567
205,-203.1388941192181
206,214.66062752251264
207,581.5074187520053
208,-187.19780970614687
209,238.45403834059843
210,288.84884008919937
211,-131.05510376276578
212,-26.737966019679995
213,-35.728637238538575
214,-463.6714227499131
215,-730.9267602867533
216,-266.9498832552547
217,487.39774066100154
218,-629.7373138183852
219,143.00628685431093
220,95.58023314501943
221,-250.07218930016455
222,-78.26829452045585
223,-24.876952385481115
224,-194.31786706511048
225,-72.37485900922225
226,-334.64027321760557
227,433.36213270783844
228,-463.7743521818296
229,167.05773868831687
230,141.72593472615705
231,48.661759645427054
232,172.84356707506043
233,-451.6307088046653
234,451.79297650537353
235,-283.1406847832779
236,-595.689157497592
237,117.39988706049212
238,-19.456134702634493
239,-34.334684055292506
240,336.302365898711
241,393.66131727110934
242,-122.7015962587086
243,-440.6166592484566
244,177.65784773467732
245,317.1856877690884
246,-273.61933501203424
247,-766.827651132114
248,215.32923251961438
249,599.1822794522088
250,-415.9918653536133
251,-378.58460995205314
252,287.2136879036058
253,-221.72899081561317
254,604.0513049353558
255,-37.46018528581898
256,-47.89209002974327
257,-70.62816186103584
258,-63.286191581652794
259,-458.45931226876627
260,-468.7081339661739
261,-136.83202904792097
262,865.1836768097457
263,-156.9320773747214
264,-356.7197977649015
265,124.30571031724521
266,275.6214822339002
267,-37.968226835293684
268,-171.22986047121145
269,67.71288789553743
270,-587.0878343258858
271,-162.88706349407602
272,-220.01910032281017
273,151.41529881537392
274,-103.06484537347664
275,115.51460594185282
276,-415.90023942348745
277,113.04827825361508
278,239.20972546001013
279,-290.16065694488304
280,-265.4976969231252
281,-82.97768681971336
282,171.3402323299174
283,-150.7139626309622
284,123.62225535364769
285,-82.56233365469481
286,204.1972272741401
287,-211.269882627913
288,-218.04861390239512
289,700.0252266630678
290,-677.1430869492075
291,-72.88073804113935
292,-107.31165861808886
293,-245.69243812473624
294,-341.4164844772775
295,-170.4876652869385
296,25.513613887496405
297,72.63681197620059
298,-265.27143375592124
299,-100.96989979236335
300,-32.376863522169785
301,-293.59975901581964
302,-269.52141355001106
303,-46.42279508153486
304,498.3021858191829
305,-91.09008898125278
306,-446.9597818230068
307,-201.80025338229257
308,177.96364303042395
309,-275.2458838637388
310,-120.55611293634067
311,530.3651740992249
312,-237.04533002370317
313,-455.2721811002506
314,-373.1500032150836
315,134.31043019112457
316,120.85264392264124
317,-510.235342338407
318,465.86254729828886
319,138.47542207690051
320,-501.93139257578486
321,-539.2913915672739
322,310.7655009490075
323,131.66831702039167
324,102.46673631970782
325,586.2618295930763
326,-681.7683909216305
327,270.0698683988577
328,-49.119049305851036
329,149.38661382088245
330,-322.80278123211355
331,-680.6302219064605
332,-144.76073425070763
333,567.4827481675504
334,327.0119661600178
335,282.9595441437871
336,-344.46675800175814
337,-278.2551014875285
338,-70.56641801660615
339,-115.81285565043069
340,-186.071151368629
341,376.93404405110834
342,27.412315085612523
343,-180.10469367171393
344,465.0526235099693
345,-23.22867872679301
346,162.07877250086761
347,-247.2350429354015
348,-268.21824907868717
349,284.31987752377
350,544.6478234173727
351,-52.94273706105729
352,525.696964908169
353,-66.64913131848002
354,73.11769933947502
355,5.517444950744192
356,-53.10204492681638
357,248.75852734478855
358,-373.1154950174378
359,88.46589114318058
360,-68.5688173226892
361,457.0400378982028
362,182.87544575394458
363,-52.851433371670694
364,-44.31511653705772
365,466.21172399543667
366,-547.5416304360658
367,-823.309830989373
368,-38.45838263005445
369,392.88941661403567
370,11.187309982990007
371,445.4105496004093
372,-184.75922108226658
373,-213.17265380486066
374,-49.830313912202335
375,-307.6868167518416
376,122.69733565791155
377,60.65614660190479
378,0.6010789931882983
379,-179.0462931405312
380,-275.96399349122237
381,-580.2667259854268
382,396.1074083681319
